,url,start,rel,end
429875,"Synonym,疑病症,疑病",疑病症,Synonym,疑病
429890,"Synonym,疘,肛",疘,Synonym,肛
429893,"Synonym,疙疸,疙瘩",疙疸,Synonym,疙瘩
429914,"Synonym,疯瘫,风瘫",疯瘫,Synonym,风瘫
429915,"Synonym,疯瘫,风瘫",疯瘫,Synonym,风瘫
429924,"Synonym,疲塌,疲沓",疲塌,Synonym,疲沓
429946,"Synonym,疾控中心,疾病预防控制中心",疾控中心,Synonym,疾病预防控制中心
429947,"Synonym,疾控中心,疾病预防控制中心",疾控中心,Synonym,疾病预防控制中心
429959,"Synonym,疾风知劲草,疾风劲草",疾风知劲草,Synonym,疾风劲草
429960,"Synonym,疾风知劲草,疾风劲草",疾风知劲草,Synonym,疾风劲草
429963,"Synonym,疾风知劲草,疾风劲草",疾风知劲草,Synonym,疾风劲草
429964,"Synonym,疾风知劲草,疾风劲草",疾风知劲草,Synonym,疾风劲草
429968,"Synonym,疿,痱",疿,Synonym,痱
430079,"Synonym,痐,蛔",痐,Synonym,蛔
430086,"Synonym,痖,哑",痖,Synonym,哑
430087,"Synonym,痖,哑",痖,Synonym,哑
430130,"Synonym,痜,秃",痜,Synonym,秃
430131,"Synonym,痜,秃",痜,Synonym,秃
430147,"Synonym,痩,瘦",痩,Synonym,瘦
430159,"Synonym,痲疹,麻疹",痲疹,Synonym,麻疹
430160,"Synonym,痲痹,麻痹",痲痹,Synonym,麻痹
430161,"Synonym,痲痹,麻痹",痲痹,Synonym,麻痹
430163,"Synonym,痲痹,麻痹",痲痹,Synonym,麻痹
430164,"Synonym,痲痹,麻痹",痲痹,Synonym,麻痹
430197,"Synonym,痖,哑",痖,Synonym,哑
430198,"Synonym,痖,哑",痖,Synonym,哑
430212,"Synonym,疯瘫,风瘫",疯瘫,Synonym,风瘫
430213,"Synonym,疯瘫,风瘫",疯瘫,Synonym,风瘫
430230,"Synonym,瘜肉,息肉",瘜肉,Synonym,息肉
430308,"Synonym,癄,憔",癄,Synonym,憔
430309,"Synonym,癅,瘤",癅,Synonym,瘤
430313,"Synonym,癈,废",癈,Synonym,废
430314,"Synonym,癈,废",癈,Synonym,废
430320,"Synonym,癎,痫",癎,Synonym,痫
430321,"Synonym,癎,痫",癎,Synonym,痫
430323,"Synonym,𤶊,攰",𤶊,Synonym,攰
430329,"Synonym,癕,痈",癕,Synonym,痈
430331,"Synonym,癕,痈",癕,Synonym,痈
430381,"Synonym,発,发",発,Synonym,发
430383,"Synonym,発,发",発,Synonym,发
430444,"Synonym,发人深醒,发人深省",发人深醒,Synonym,发人深省
430446,"Synonym,发人深醒,发人深省",发人深醒,Synonym,发人深省
430458,"Synonym,发光二极管,发光二极体",发光二极管,Synonym,发光二极体
430516,"Synonym,发憷,发怵",发憷,Synonym,发怵
430518,"Synonym,发憷,发怵",发憷,Synonym,发怵
430527,"Synonym,发改委,国家发展和改革委员会",发改委,Synonym,国家发展和改革委员会
430528,"Synonym,发改委,国家发展和改革委员会",发改委,Synonym,国家发展和改革委员会
430685,"Synonym,白俄,白俄罗斯",白俄,Synonym,白俄罗斯
430686,"Synonym,白俄,白俄罗斯",白俄,Synonym,白俄罗斯
430773,"Synonym,白扯蛋,白扯淡",白扯蛋,Synonym,白扯淡
430811,"Synonym,白僵蚕,僵蚕",白僵蚕,Synonym,僵蚕
430975,"Synonym,白莲,白莲教",白莲,Synonym,白莲教
430976,"Synonym,白莲,白莲教",白莲,Synonym,白莲教
430981,"Synonym,白莲,白莲教",白莲,Synonym,白莲教
430982,"Synonym,白莲,白莲教",白莲,Synonym,白莲教
431011,"Synonym,白起,公孙起",白起,Synonym,公孙起
431012,"Synonym,白起,公孙起",白起,Synonym,公孙起
431103,"Synonym,白鱀豚,白暨豚",白鱀豚,Synonym,白暨豚
431123,"Synonym,百不杂,百不咋",百不杂,Synonym,百不咋
431124,"Synonym,百不杂,百不咋",百不杂,Synonym,百不咋
431182,"Synonym,百废具兴,百废俱兴",百废具兴,Synonym,百废俱兴
431183,"Synonym,百废具兴,百废俱兴",百废具兴,Synonym,百废俱兴
431189,"Synonym,百废具兴,百废俱兴",百废具兴,Synonym,百废俱兴
431191,"Synonym,百废具兴,百废俱兴",百废具兴,Synonym,百废俱兴
431213,"Synonym,百步,百部",百步,Synonym,百部
431228,"Synonym,百科,百科全书",百科,Synonym,百科全书
431229,"Synonym,百科,百科全书",百科,Synonym,百科全书
431236,"Synonym,百粤,百越",百粤,Synonym,百越
431238,"Synonym,百粤,百越",百粤,Synonym,百越
431283,"Synonym,百页窗,百叶窗",百页窗,Synonym,百叶窗
431284,"Synonym,百页窗,百叶窗",百页窗,Synonym,百叶窗
431286,"Synonym,百页窗,百叶窗",百页窗,Synonym,百叶窗
431287,"Synonym,百页窗,百叶窗",百页窗,Synonym,百叶窗
431296,"Synonym,皂碱,肥皂",皂碱,Synonym,肥皂
431302,"Synonym,皂碱,肥皂",皂碱,Synonym,肥皂
431304,"Synonym,皃,貌",皃,Synonym,貌
431309,"Synonym,的士高,迪斯科",的士高,Synonym,迪斯科
431323,"Synonym,皇,惶",皇,Synonym,惶
431371,"Synonym,皇皇,惶惶",皇皇,Synonym,惶惶
431373,"Synonym,皇皇,遑遑",皇皇,Synonym,遑遑
431377,"Synonym,皇马,皇家马德里",皇马,Synonym,皇家马德里
431378,"Synonym,皇马,皇家马德里",皇马,Synonym,皇家马德里
431380,"Synonym,皇马,皇家马德里",皇马,Synonym,皇家马德里
431381,"Synonym,皇马,皇家马德里",皇马,Synonym,皇家马德里
431396,"Synonym,皐,皋",皐,Synonym,皋
431407,"Synonym,皖,安徽省",皖,Synonym,安徽省
431413,"Synonym,皙,晰",皙,Synonym,晰
431416,"Synonym,皜,皓",皜,Synonym,皓
431421,"Synonym,皨,星",皨,Synonym,星
431439,"Synonym,皮包骨头,皮包骨",皮包骨头,Synonym,皮包骨
431440,"Synonym,皮包骨头,皮包骨",皮包骨头,Synonym,皮包骨
431515,"Synonym,皮黄,西皮二黄",皮黄,Synonym,西皮二黄
431516,"Synonym,皮黄,西皮二黄",皮黄,Synonym,西皮二黄
431517,"Synonym,皮黄,西皮二黄",皮黄,Synonym,西皮二黄
431518,"Synonym,皮黄,西皮二黄",皮黄,Synonym,西皮二黄
431524,"Synonym,皷,鼓",皷,Synonym,鼓
431538,"Synonym,皻,齄",皻,Synonym,齄
431556,"Synonym,盇,盍",盇,Synonym,盍
431588,"Synonym,盌,碗",盌,Synonym,碗
431592,"Synonym,盎斯,盎司",盎斯,Synonym,盎司
431600,"Synonym,盒带,盒式录音磁带",盒带,Synonym,盒式录音磁带
431601,"Synonym,盒带,盒式录音磁带",盒带,Synonym,盒式录音磁带
431603,"Synonym,盒带,盒式录音磁带",盒带,Synonym,盒式录音磁带
431604,"Synonym,盒带,盒式录音磁带",盒带,Synonym,盒式录音磁带
431610,"Synonym,盘据,盘踞",盘据,Synonym,盘踞
431611,"Synonym,盘据,盘踞",盘据,Synonym,盘踞
431612,"Synonym,盘石,磐石",盘石,Synonym,磐石
431613,"Synonym,盘跚,蹒跚",盘跚,Synonym,蹒跚
431614,"Synonym,盘跚,蹒跚",盘跚,Synonym,蹒跚
431723,"Synonym,监外运行,监外执行",监外运行,Synonym,监外执行
431781,"Synonym,盘据,盘踞",盘据,Synonym,盘踞
431782,"Synonym,盘据,盘踞",盘据,Synonym,盘踞
431795,"Synonym,盘石,磐石",盘石,Synonym,磐石
431812,"Synonym,盘跚,蹒跚",盘跚,Synonym,蹒跚
431813,"Synonym,盘跚,蹒跚",盘跚,Synonym,蹒跚
431834,"Synonym,卢,卢森堡",卢,Synonym,卢森堡
431835,"Synonym,卢,庐",卢,Synonym,庐
431836,"Synonym,卢,庐",卢,Synonym,庐
431837,"Synonym,卢,卢森堡",卢,Synonym,卢森堡
431844,"Synonym,卢旺达,卢安达",卢旺达,Synonym,卢安达
431868,"Synonym,荡,烫",荡,Synonym,烫
431869,"Synonym,荡,烫",荡,Synonym,烫
431872,"Synonym,荡,趟",荡,Synonym,趟
431993,"Synonym,直捷了当,直截了当",直捷了当,Synonym,直截了当
431994,"Synonym,直捷了当,直截了当",直捷了当,Synonym,直截了当
431995,"Synonym,直捷了当,直截了当",直捷了当,Synonym,直截了当
431996,"Synonym,直捷了当,直截了当",直捷了当,Synonym,直截了当
432056,"Synonym,直角座标,直角坐标",直角座标,Synonym,直角坐标
432064,"Synonym,解释器,直译器",解释器,Synonym,直译器
432173,"Synonym,相机,照相机",相机,Synonym,照相机
432174,"Synonym,相机,照相机",相机,Synonym,照相机
432177,"Synonym,相机,照相机",相机,Synonym,照相机
432178,"Synonym,相机,照相机",相机,Synonym,照相机
432247,"Synonym,盼覆,盼复",盼覆,Synonym,盼复
432290,"Synonym,眂,视",眂,Synonym,视
432291,"Synonym,眂,视",眂,Synonym,视
432299,"Synonym,眇小,渺小",眇小,Synonym,渺小
432311,"Synonym,眉心轮,眉间轮",眉心轮,Synonym,眉间轮
432312,"Synonym,眉心轮,眉间轮",眉心轮,Synonym,眉间轮
432313,"Synonym,眉心轮,眉间轮",眉心轮,Synonym,眉间轮
432314,"Synonym,眉心轮,眉间轮",眉心轮,Synonym,眉间轮
432338,"Synonym,看,看见",看,Synonym,看见
432339,"Synonym,看,见",看,Synonym,见
432411,"Synonym,看见,看",看见,Synonym,看
432412,"Synonym,看见,见",看见,Synonym,见
432427,"Synonym,県,县",県,Synonym,县
432429,"Synonym,県,县",県,Synonym,县
432430,"Synonym,眎,示",眎,Synonym,示
432431,"Synonym,眎,视",眎,Synonym,视
432432,"Synonym,眎,视",眎,Synonym,视
432541,"Synonym,眡,视",眡,Synonym,视
432542,"Synonym,眡,视",眡,Synonym,视
432557,"Synonym,眩目,炫目",眩目,Synonym,炫目
432559,"Synonym,眩耀,炫耀",眩耀,Synonym,炫耀
432565,"Synonym,眰,眣",眰,Synonym,眣
432711,"Synonym,眽眽,脉脉",眽眽,Synonym,脉脉
432712,"Synonym,眽眽,脉脉",眽眽,Synonym,脉脉
432714,"Synonym,众,众议院",众,Synonym,众议院
432715,"Synonym,众,众议院",众,Synonym,众议院
432720,"Synonym,众包,群众外包",众包,Synonym,群众外包
432721,"Synonym,众包,群众外包",众包,Synonym,群众外包
432750,"Synonym,着数,招数",着数,Synonym,招数
432751,"Synonym,着数,招数",着数,Synonym,招数
432752,"Synonym,睂,眉",睂,Synonym,眉
432755,"Synonym,睃巡,巡睃",睃巡,Synonym,巡睃
432766,"Synonym,睓,㥏",睓,Synonym,㥏
432770,"Synonym,睘,瞏",睘,Synonym,瞏
432785,"Synonym,睠,眷",睠,Synonym,眷
432865,"Synonym,睾丸甾酮,睾酮",睾丸甾酮,Synonym,睾酮
432868,"Synonym,睾丸酮,睾甾酮",睾丸酮,Synonym,睾甾酮
432870,"Synonym,睾酮,睾丸甾酮",睾酮,Synonym,睾丸甾酮
432882,"Synonym,瞇,眯",瞇,Synonym,眯
432885,"Synonym,瞋,嗔",瞋,Synonym,嗔
432887,"Synonym,瞋目,嗔目",瞋目,Synonym,嗔目
432922,"Synonym,瞖,翳",瞖,Synonym,翳
432966,"Synonym,瞭,了",瞭,Synonym,了
432985,"Synonym,瞹,暧",瞹,Synonym,暧
432986,"Synonym,瞹,暧",瞹,Synonym,暧
433003,"Synonym,矁,瞅",矁,Synonym,瞅
433016,"Synonym,𪾸,颦",𪾸,Synonym,颦
433017,"Synonym,𪾸,颦",𪾸,Synonym,颦
433024,"Synonym,矙,瞰",矙,Synonym,瞰
433043,"Synonym,矢,屎",矢,Synonym,屎
433114,"Synonym,矦,侯",矦,Synonym,侯
433154,"Synonym,短时保存,短时储存",短时保存,Synonym,短时储存
433254,"Synonym,石匠痨,硅末病",石匠痨,Synonym,硅末病
433256,"Synonym,石匠痨,硅末病",石匠痨,Synonym,硅末病
433263,"Synonym,石咀山,石嘴山",石咀山,Synonym,石嘴山
433264,"Synonym,石咀山区,石嘴山区",石咀山区,Synonym,石嘴山区
433265,"Synonym,石咀山区,石嘴山区",石咀山区,Synonym,石嘴山区
433267,"Synonym,石咀山区,石嘴山区",石咀山区,Synonym,石嘴山区
433268,"Synonym,石咀山区,石嘴山区",石咀山区,Synonym,石嘴山区
433270,"Synonym,石咀山市,石嘴山市",石咀山市,Synonym,石嘴山市
433306,"Synonym,石末沉着病,硅末病",石末沉着病,Synonym,硅末病
433308,"Synonym,石末沉着病,硅末病",石末沉着病,Synonym,硅末病
433310,"Synonym,石末肺,硅末病",石末肺,Synonym,硅末病
433359,"Synonym,石炭酸,苯酚",石炭酸,Synonym,苯酚
433430,"Synonym,矴,碇",矴,Synonym,碇
433453,"Synonym,矿脂,凡士林",矿脂,Synonym,凡士林
433481,"Synonym,砌末,切末",砌末,Synonym,切末
433540,"Synonym,砕,碎",砕,Synonym,碎
433541,"Synonym,砖,甎",砖,Synonym,甎
433554,"Synonym,砦,寨",砦,Synonym,寨
433572,"Synonym,砲,炮",砲,Synonym,炮
433573,"Synonym,砲手,炮手",砲手,Synonym,炮手
433574,"Synonym,砲击,炮击",砲击,Synonym,炮击
433575,"Synonym,砲火连天,炮火连天",砲火连天,Synonym,炮火连天
433576,"Synonym,砲台,炮台",砲台,Synonym,炮台
433577,"Synonym,砲艇,炮艇",砲艇,Synonym,炮艇
433578,"Synonym,砲舰,炮舰",砲舰,Synonym,炮舰
433579,"Synonym,砲轰,炮轰",砲轰,Synonym,炮轰
433580,"Synonym,砲响,炮响",砲响,Synonym,炮响
433668,"Synonym,破魔师,祓魔师",破魔师,Synonym,祓魔师
433698,"Synonym,硅肺病,硅末病",硅肺病,Synonym,硅末病
433716,"Synonym,硏,研",硏,Synonym,研
433718,"Synonym,硐,洞",硐,Synonym,洞
433721,"Synonym,硑,砰",硑,Synonym,砰
433724,"Synonym,硙硙,皑皑",硙硙,Synonym,皑皑
433725,"Synonym,硙硙,皑皑",硙硙,Synonym,皑皑
433795,"Synonym,硬梆梆,硬邦邦",硬梆梆,Synonym,硬邦邦
433826,"Synonym,硬件,硬体",硬件,Synonym,硬体
433828,"Synonym,确,埆",确,Synonym,埆
433849,"Synonym,硷,碱",硷,Synonym,碱
433850,"Synonym,硷,碱",硷,Synonym,碱
433856,"Synonym,碁,棋",碁,Synonym,棋
433860,"Synonym,碈,珉",碈,Synonym,珉
433870,"Synonym,碎冰船,冰船",碎冰船,Synonym,冰船
433955,"Synonym,碪,砧",碪,Synonym,砧
433961,"Synonym,碯,瑙",碯,Synonym,瑙
433964,"Synonym,碰,撞",碰,Synonym,撞
433978,"Synonym,碰磁,碰瓷",碰磁,Synonym,碰瓷
433991,"Synonym,碳化氢,烃",碳化氢,Synonym,烃
433992,"Synonym,碳化氢,烃",碳化氢,Synonym,烃
433993,"Synonym,碳化氢,烃",碳化氢,Synonym,烃
433994,"Synonym,碳化氢,烃",碳化氢,Synonym,烃
434074,"Synonym,磁器,瓷器",磁器,Synonym,瓷器
434108,"Synonym,磅礡,磅礴",磅礡,Synonym,磅礴
434126,"Synonym,硙硙,皑皑",硙硙,Synonym,皑皑
434127,"Synonym,硙硙,皑皑",硙硙,Synonym,皑皑
434130,"Synonym,磕,嗑",磕,Synonym,嗑
434139,"Synonym,磖,砬",磖,Synonym,砬
434151,"Synonym,磟,碌",磟,Synonym,碌
434166,"Synonym,磨叽,墨迹",磨叽,Synonym,墨迹
434167,"Synonym,磨叽,墨迹",磨叽,Synonym,墨迹
434170,"Synonym,磨叽,墨迹",磨叽,Synonym,墨迹
434171,"Synonym,磨叽,墨迹",磨叽,Synonym,墨迹
434178,"Synonym,磨工病,硅末病",磨工病,Synonym,硅末病
434184,"Synonym,磨拳擦掌,摩拳擦掌",磨拳擦掌,Synonym,摩拳擦掌
434188,"Synonym,磨擦,摩擦",磨擦,Synonym,摩擦
434216,"Synonym,磨菇,蘑菇",磨菇,Synonym,蘑菇
434234,"Synonym,磵,涧",磵,Synonym,涧
434235,"Synonym,磵,涧",磵,Synonym,涧
434245,"Synonym,磷磷,粼粼",磷磷,Synonym,粼粼
434260,"Synonym,礀,涧",礀,Synonym,涧
434261,"Synonym,礀,涧",礀,Synonym,涧
434276,"Synonym,硷,碱",硷,Synonym,碱
434277,"Synonym,硷,碱",硷,Synonym,碱
434294,"Synonym,礚,磕",礚,Synonym,磕
434298,"Synonym,礝,碝",礝,Synonym,碝
434301,"Synonym,礡,礴",礡,Synonym,礴
434330,"Synonym,矿脂,凡士林",矿脂,Synonym,凡士林
434344,"Synonym,𪿫,炮",𪿫,Synonym,炮
434347,"Synonym,礲,砻",礲,Synonym,砻
434348,"Synonym,礲,砻",礲,Synonym,砻
434372,"Synonym,礼,礼记",礼,Synonym,礼记
434373,"Synonym,礼,礼记",礼,Synonym,礼记
434374,"Synonym,礼拜,周",礼拜,Synonym,周
434375,"Synonym,礼拜,星期",礼拜,Synonym,星期
434383,"Synonym,社会保险,社保",社会保险,Synonym,社保
434384,"Synonym,社保,社会保险",社保,Synonym,社会保险
434386,"Synonym,社保,社会保险",社保,Synonym,社会保险
434394,"Synonym,社教,社会主义教育运动",社教,Synonym,社会主义教育运动
434396,"Synonym,社教,社会主义教育运动",社教,Synonym,社会主义教育运动
434406,"Synonym,社会保险,社保",社会保险,Synonym,社保
434437,"Synonym,社维法,社会秩序维护法",社维法,Synonym,社会秩序维护法
434438,"Synonym,社维法,社会秩序维护法",社维法,Synonym,社会秩序维护法
434440,"Synonym,社维法,社会秩序维护法",社维法,Synonym,社会秩序维护法
434441,"Synonym,社维法,社会秩序维护法",社维法,Synonym,社会秩序维护法
434443,"Synonym,社评,社论",社评,Synonym,社论
434444,"Synonym,社评,社论",社评,Synonym,社论
434447,"Synonym,社评,社论",社评,Synonym,社论
434448,"Synonym,社评,社论",社评,Synonym,社论
434473,"Synonym,祅,妖",祅,Synonym,妖
434478,"Synonym,祇,只",祇,Synonym,只
434492,"Synonym,祍,衽",祍,Synonym,衽
434536,"Synonym,祘,算",祘,Synonym,算
434541,"Synonym,祛淤,祛瘀",祛淤,Synonym,祛瘀
434567,"Synonym,神,神舟",神,Synonym,神舟
434638,"Synonym,神治国,神权统治",神治国,Synonym,神权统治
434639,"Synonym,神治国,神权统治",神治国,Synonym,神权统治
434640,"Synonym,神治国,神权统治",神治国,Synonym,神权统治
434641,"Synonym,神治国,神权统治",神治国,Synonym,神权统治
434647,"Synonym,神甫,神父",神甫,Synonym,神父
434663,"Synonym,神经原,神经元",神经原,Synonym,神经元
434664,"Synonym,神经原,神经元",神经原,Synonym,神经元
434689,"Synonym,神经网络,神经网路",神经网络,Synonym,神经网路
434697,"Synonym,神经原,神经元",神经原,Synonym,神经元
434698,"Synonym,神经原,神经元",神经原,Synonym,神经元
434738,"Synonym,神马,什幺",神马,Synonym,什幺
434805,"Synonym,祻,祸",祻,Synonym,祸
434807,"Synonym,祻,祸",祻,Synonym,祸
434825,"Synonym,禀承,秉承",禀承,Synonym,秉承
434892,"Synonym,福,福建省",福,Synonym,福建省
434909,"Synonym,福委会,福利委员会",福委会,Synonym,福利委员会
434910,"Synonym,福委会,福利委员会",福委会,Synonym,福利委员会
434911,"Synonym,福委会,福利委员会",福委会,Synonym,福利委员会
434912,"Synonym,福委会,福利委员会",福委会,Synonym,福利委员会
434971,"Synonym,禑,祦",禑,Synonym,祦
434980,"Synonym,禝,稷",禝,Synonym,稷
434985,"Synonym,禥,祺",禥,Synonym,祺
434993,"Synonym,禩,祀",禩,Synonym,祀
435010,"Synonym,礼,礼记",礼,Synonym,礼记
435011,"Synonym,礼,礼记",礼,Synonym,礼记
435026,"Synonym,礼拜,周",礼拜,Synonym,周
435027,"Synonym,礼拜,星期",礼拜,Synonym,星期
435124,"Synonym,秀外惠中,秀外慧中",秀外惠中,Synonym,秀外慧中
435163,"Synonym,私企,私营企业",私企,Synonym,私营企业
435164,"Synonym,私企,私营企业",私企,Synonym,私营企业
435216,"Synonym,秉烛,炳烛",秉烛,Synonym,炳烛
435217,"Synonym,秉烛,炳烛",秉烛,Synonym,炳烛
435218,"Synonym,秉烛,炳烛",秉烛,Synonym,炳烛
435219,"Synonym,秉烛,炳烛",秉烛,Synonym,炳烛
435223,"Synonym,秊,年",秊,Synonym,年
435230,"Synonym,秋天,秋",秋天,Synonym,秋
435231,"Synonym,秋天,秋季",秋天,Synonym,秋季
435233,"Synonym,秋季,秋",秋季,Synonym,秋
435234,"Synonym,秋季,秋天",秋季,Synonym,秋天
435282,"Synonym,秌,秋",秌,Synonym,秋
435284,"Synonym,秏,耗",秏,Synonym,耗
435322,"Synonym,科幻,科学幻想",科幻,Synonym,科学幻想
435323,"Synonym,科幻,科学幻想",科幻,Synonym,科学幻想
435341,"Synonym,科斗,蝌蚪",科斗,Synonym,蝌蚪
435342,"Synonym,科普,科学普及",科普,Synonym,科学普及
435343,"Synonym,科普,科学普及",科普,Synonym,科学普及
435351,"Synonym,科比,科比_布莱恩特",科比,Synonym,科比_布莱恩特
435384,"Synonym,科考,科学考察",科考,Synonym,科学考察
435385,"Synonym,科考,科学考察",科考,Synonym,科学考察
435406,"Synonym,秔,粳",秔,Synonym,粳
435410,"Synonym,秖,只",秖,Synonym,只
435411,"Synonym,秖,衹",秖,Synonym,衹
435426,"Synonym,秚,拌",秚,Synonym,拌
435447,"Synonym,租钱,租金",租钱,Synonym,租金
435449,"Synonym,租钱,租金",租钱,Synonym,租金
435453,"Synonym,秤,称",秤,Synonym,称
435454,"Synonym,秤,称",秤,Synonym,称
435456,"Synonym,秤坨,秤砣",秤坨,Synonym,秤砣
435458,"Synonym,秤槃,秤盘",秤槃,Synonym,秤盘
435464,"Synonym,秦,陕西",秦,Synonym,陕西
435465,"Synonym,秦,陕西",秦,Synonym,陕西
435486,"Synonym,秦椒,花椒",秦椒,Synonym,花椒
435525,"Synonym,称,秤",称,Synonym,秤
435535,"Synonym,移动平均线指针,移动平均线指标",移动平均线指针,Synonym,移动平均线指标
435554,"Synonym,移殖,移植",移殖,Synonym,移植
435577,"Synonym,稀巴烂,稀烂",稀巴烂,Synonym,稀烂
435578,"Synonym,稀巴烂,稀烂",稀巴烂,Synonym,稀烂
435580,"Synonym,稀巴烂,稀烂",稀巴烂,Synonym,稀烂
435581,"Synonym,稀巴烂,稀烂",稀巴烂,Synonym,稀烂
435614,"Synonym,稆,穞",稆,Synonym,穞
435615,"Synonym,稆,穞",稆,Synonym,穞
435617,"Synonym,稉,粳",稉,Synonym,粳
435631,"Synonym,代码,进程码",代码,Synonym,进程码
435633,"Synonym,编程语言,进程语言",编程语言,Synonym,进程语言
435647,"Synonym,稍安勿躁,少安毋躁",稍安勿躁,Synonym,少安毋躁
435649,"Synonym,稍安毋躁,少安毋躁",稍安毋躁,Synonym,少安毋躁
435690,"Synonym,禀承,秉承",禀承,Synonym,秉承
435696,"Synonym,稨豆,扁豆",稨豆,Synonym,扁豆
435698,"Synonym,稬,糯",稬,Synonym,糯
435699,"Synonym,稭,秸",稭,Synonym,秸
435742,"Synonym,称,秤",称,Synonym,秤
435771,"Synonym,稲,稻",稲,Synonym,稻
435772,"Synonym,稳胜,稳操胜券",稳胜,Synonym,稳操胜券
435773,"Synonym,稳胜,稳操胜券",稳胜,Synonym,稳操胜券
435778,"Synonym,稺,稚",稺,Synonym,稚
435806,"Synonym,稾,稿",稾,Synonym,稿
435817,"Synonym,谷梁,谷梁传",谷梁,Synonym,谷梁传
435819,"Synonym,谷梁,谷梁传",谷梁,Synonym,谷梁传
435835,"Synonym,穂,穗",穂,Synonym,穗
435837,"Synonym,穅,糠",穅,Synonym,糠
435839,"Synonym,穆,默",穆,Synonym,默
435858,"Synonym,穉,稚",穉,Synonym,稚
435892,"Synonym,积极份子,积极分子",积极份子,Synonym,积极分子
435932,"Synonym,穏,稳",穏,Synonym,稳
435934,"Synonym,穏,稳",穏,Synonym,稳
435935,"Synonym,穗,广州",穗,Synonym,广州
435936,"Synonym,穗,广州",穗,Synonym,广州
435947,"Synonym,穣,穰",穣,Synonym,穰
435948,"Synonym,穤,糯",穤,Synonym,糯
435950,"Synonym,穨,颓",穨,Synonym,颓
435951,"Synonym,穨,颓",穨,Synonym,颓
435956,"Synonym,稳胜,稳操胜券",稳胜,Synonym,稳操胜券
435958,"Synonym,稳胜,稳操胜券",稳胜,Synonym,稳操胜券
435993,"Synonym,穯,穑",穯,Synonym,穑
435994,"Synonym,穯,穑",穯,Synonym,穑
436011,"Synonym,穷结,琼结",穷结,Synonym,琼结
436012,"Synonym,穷结,琼结",穷结,Synonym,琼结
436013,"Synonym,穷结县,琼结县",穷结县,Synonym,琼结县
436014,"Synonym,穷结县,琼结县",穷结县,Synonym,琼结县
436034,"Synonym,空中砲舰,空中炮舰",空中砲舰,Synonym,空中炮舰
436052,"Synonym,空姐,空中小姐",空姐,Synonym,空中小姐
436095,"Synonym,空气采样,空气取样",空气采样,Synonym,空气取样
436096,"Synonym,空气采样器,空气取样器",空气采样器,Synonym,空气取样器
436166,"Synonym,穽,阱",穽,Synonym,阱
436209,"Synonym,突尼斯,突尼西亚",突尼斯,Synonym,突尼西亚
436235,"Synonym,窂,牢",窂,Synonym,牢
436241,"Synonym,窅,杳",窅,Synonym,杳
436245,"Synonym,窈,杳",窈,Synonym,杳
436247,"Synonym,窈冥,杳冥",窈冥,Synonym,杳冥
436251,"Synonym,窈霭,杳霭",窈霭,Synonym,杳霭
436252,"Synonym,窈霭,杳霭",窈霭,Synonym,杳霭
436253,"Synonym,窈霭,杳霭",窈霭,Synonym,杳霭
436254,"Synonym,窈霭,杳霭",窈霭,Synonym,杳霭
436264,"Synonym,窓,窗",窓,Synonym,窗
436270,"Synonym,窗仔唇,窗盘",窗仔唇,Synonym,窗盘
436283,"Synonym,窗盘,窗仔唇",窗盘,Synonym,窗仔唇
436305,"Synonym,窨,熏",窨,Synonym,熏
436358,"Synonym,穷结,琼结",穷结,Synonym,琼结
436359,"Synonym,穷结,琼结",穷结,Synonym,琼结
436361,"Synonym,穷结县,琼结县",穷结县,Synonym,琼结县
436362,"Synonym,穷结县,琼结县",穷结县,Synonym,琼结县
436378,"Synonym,窰,窑",窰,Synonym,窑
436379,"Synonym,窰,窑",窰,Synonym,窑
436395,"Synonym,窻,窗",窻,Synonym,窗
436399,"Synonym,竃,灶",竃,Synonym,灶
436438,"Synonym,立交,立体交叉",立交,Synonym,立体交叉
436439,"Synonym,立交,立体交叉",立交,Synonym,立体交叉
436454,"Synonym,立委,立法委员",立委,Synonym,立法委员
436455,"Synonym,立委,立法委员会",立委,Synonym,立法委员会
436456,"Synonym,立委,立法委员",立委,Synonym,立法委员
436457,"Synonym,立委,立法委员会",立委,Synonym,立法委员会
436464,"Synonym,立方,立方体",立方,Synonym,立方体
436465,"Synonym,立方,立方米",立方,Synonym,立方米
436466,"Synonym,立方,立方体",立方,Synonym,立方体
436495,"Synonym,立院,立法院",立院,Synonym,立法院
436540,"Synonym,𥩟,伫",𥩟,Synonym,伫
436541,"Synonym,𥩟,伫",𥩟,Synonym,伫
436543,"Synonym,竜,龙",竜,Synonym,龙
436544,"Synonym,竜,龙",竜,Synonym,龙
436545,"Synonym,竝,并",竝,Synonym,并
436546,"Synonym,竝,并",竝,Synonym,并
436570,"Synonym,竢,俟",竢,Synonym,俟
436618,"Synonym,端五,端午",端五,Synonym,端午
436733,"Synonym,竹荪,竹笙",竹荪,Synonym,竹笙
436741,"Synonym,竺,天竺",竺,Synonym,天竺
436743,"Synonym,竺,笃",竺,Synonym,笃
436744,"Synonym,竺,笃",竺,Synonym,笃
436753,"Synonym,竾,篪",竾,Synonym,篪
436758,"Synonym,笀,芒",笀,Synonym,芒
436811,"Synonym,笔划,笔画",笔划,Synonym,笔画
436812,"Synonym,笔划,笔画",笔划,Synonym,笔画
